"audio","audio_example","audio_meaning","image","text_example","text_example_translate","text_meaning","text_meaning_translate","transcription","word","word_translate","difficulty"
"files/27_2936.mp3","files/27_2936_example.mp3","files/27_2936_meaning.mp3","files/27_2936.jpg","My objective this week is to finish my homework by 7:30 every night","Моя цель на этой неделе - закончить домашнее задание каждую ночь к 7:30","An objective is a goal or plan that someone has","Цель - это цель или план, который есть у кого-то","[əbdʒéktiv]","objective","задача",5
"files/27_2937.mp3","files/27_2937_example.mp3","files/27_2937_meaning.mp3","files/27_2937.jpg","She thinks there is more oxygen in the air in the country than in the city","Она думает, что в стране больше кислорода, чем в городе","Oxygen is a gas that all living things need to breathe","Кислород - это газ, которым должны дышать все живые существа","[ɑ́ksidʒən]","oxygen","кислород",5
"files/27_2938.mp3","files/27_2938_example.mp3","files/27_2938_meaning.mp3","files/27_2938.jpg","The rainforest is home to many animals","Тропический лес является домом для многих животных","A rainforest is a forest that is in a place where it rains very often","Тропический лес - это лес, в котором очень часто идут дожди","[réinfɔ̀(ː)rist]","rainforest","тропический лес",5
"files/27_2939.mp3","files/27_2939_example.mp3","files/27_2939_meaning.mp3","files/27_2939.jpg","The team came up with a strategy to win the game","Команда придумала стратегию, чтобы выиграть игру","A strategy is a plan for how to do something","Стратегия - это план того, как что-то сделать","[strǽtədʒi]","strategy","стратегия",5
"files/27_2940.mp3","files/27_2940_example.mp3","files/27_2940_meaning.mp3","files/27_2940.jpg","Jim and Ben decided to go hiking in the wooded area by the river","Джим и Бен решили отправиться в поход в лесистую местность у реки","If an area is wooded, it is covered with trees","Если территория покрыта лесом, она покрыта деревьями","[wúdid]","wooded","лесистый",5
"files/28_2941.mp3","files/28_2941_example.mp3","files/28_2941_meaning.mp3","files/28_2941.jpg","His studying was to no avail because he failed the test","Его изучение было бесполезно, потому что он не прошел тест","Avail is help or benefit","Польза - это помощь или выгода","[əvéil]","avail","воспользоваться",5
"files/28_2942.mp3","files/28_2942_example.mp3","files/28_2942_meaning.mp3","files/28_2942.jpg","People define success in many different ways","Люди определяют успех разными способами","To define means to clearly state, show, or explain what something is","Определить означает четко заявить, показать или объяснить, что что-то","[difáin]","define","определить",5
"files/28_2943.mp3","files/28_2943_example.mp3","files/28_2943_meaning.mp3","files/28_2943.jpg","I dread the possibility that I will not get into college","Я боюсь, что не попаду в колледж","To dread is to be afraid of something that could, or is going to, happen","Бояться - значит бояться того, что может или произойдет","[dread]","dread","страх",5
"files/28_2944.mp3","files/28_2944_example.mp3","files/28_2944_meaning.mp3","files/28_2944.jpg","A balloon will expand as you blow air into it","Воздушный шар будет расширяться, когда вы будете дуть в него воздухом","To expand is to become bigger in size","Расширяться - значит увеличиваться в размерах","[ikspǽnd]","expand","расширить",5
"files/28_2945.mp3","files/28_2945_example.mp3","files/28_2945_meaning.mp3","files/28_2945.jpg","The fundamental rules of basketball are easy","Основные правила баскетбола просты","If something is fundamental, it is a basic part of something","Если что-то является фундаментальным, это основная часть чего-то","[fʌ̀ndəméntl]","fundamental","фундаментальные",5
"files/28_2946.mp3","files/28_2946_example.mp3","files/28_2946_meaning.mp3","files/28_2946.jpg","There was a horrifying car accident today","Сегодня произошла ужасная автомобильная авария","If something is horrifying, it is frightening and very unpleasant","Если что-то ужасно, это страшно и очень неприятно","[hɔ́ːrəfàiŋ]","horrifying","ужаснув",5
"files/28_2947.mp3","files/28_2947_example.mp3","files/28_2947_meaning.mp3","files/28_2947.jpg","She was incredulous that monkeys could ever drive a car","Она была недоверчива, что обезьяны могли водить машину","If someone is incredulous about something, they do not believe that it is true","Если кто-то недоволен чем-то, он не верит, что это правда","[inkrédʒələs]","incredulous","недоверчивый",5
"files/28_2948.mp3","files/28_2948_example.mp3","files/28_2948_meaning.mp3","files/28_2948.jpg","The smell of fresh cookies lingered in the bakery","Запах свежего печенья задержался в пекарне","To linger is to last for a long time","Задержаться - это надолго","[líŋgər]","linger","задерживаться",5
"files/28_2949.mp3","files/28_2949_example.mp3","files/28_2949_meaning.mp3","files/28_2949.jpg","We studied the organism under the microscope","Мы изучали организм под микроскопом","An organism is a living thing, especially a very small one","Организм - это живое существо, особенно очень маленькое","[ɔ́ːrgənìzəm]","organism","организм",5
"files/28_2950.mp3","files/28_2950_example.mp3","files/28_2950_meaning.mp3","files/28_2950.jpg","The students were asked to paraphrase the story they had just heard","Студентов попросили перефразировать историю, которую они только что услышали","To paraphrase is to make someone else’s writing or speech shorter","Перефразировать - значит сокращать чужую письменность или речь","[pǽrəfrèiz]","paraphrase","парафраз",5
"files/28_2951.mp3","files/28_2951_example.mp3","files/28_2951_meaning.mp3","files/28_2951.jpg","A plague in Europe killed millions of people","Чума в Европе убила миллионы людей","A plague is a serious disease that quickly spreads to many people","Чума - это серьезное заболевание, которое быстро распространяется на многих людей","[pleig]","plague","чума",5
"files/28_2952.mp3","files/28_2952_example.mp3","files/28_2952_meaning.mp3","files/28_2952.jpg","Presently, our profits are good, but by next year we can do even better","В настоящее время наша прибыль хорошая, но к следующему году мы можем добиться еще больших успехов","If something happens presently, it is happening right now","Если что-то происходит сейчас, это происходит прямо сейчас","[prézəntli]","presently","в настоящее время",5
"files/28_2953.mp3","files/28_2953_example.mp3","files/28_2953_meaning.mp3","files/28_2953.jpg","Young children often ask random questions","Маленькие дети часто задают случайные вопросы","If something is random, it happens without any pattern or reason","Если что-то случайное, это происходит без какой-либо закономерности или причины","[rǽndəm]","random","случайный",5
"files/28_2954.mp3","files/28_2954_example.mp3","files/28_2954_meaning.mp3","files/28_2954.jpg","A riot broke out after the candidate lost the election","Бунт начался после того, как кандидат проиграл выборы","A riot is a crowd that reacts to bad news by violently breaking laws","Бунт - это толпа, которая реагирует на плохие новости, насильственно нарушая законы","[ráiət]","riot","бунт",5
"files/28_2955.mp3","files/28_2955_example.mp3","files/28_2955_meaning.mp3","files/28_2955.jpg","I scribbled a rough diagram of our plan and gave it to him","Я набросал черновую схему нашего плана и дал ему","To scribble is to write something quickly without caring about how it looks","Писать - значит писать что-то быстро, не заботясь о том, как это выглядит","[skríbəl]","scribble","мазня",5
"files/28_2956.mp3","files/28_2956_example.mp3","files/28_2956_meaning.mp3","files/28_2956.jpg","He prayed at the shrine for an hour","Он молился в храме в течение часа","A shrine is a religious building built to honor a person, event, or god","Храм - это религиозное здание, построенное в честь человека, события или бога","[ʃrain]","shrine","святыня",5
"files/28_2957.mp3","files/28_2957_example.mp3","files/28_2957_meaning.mp3","files/28_2957.jpg","John lives a life of solitude because he doesn’t get along well with people","Джон живет одинокой жизнью, потому что не ладит с людьми","Solitude is the state of being totally alone","Одиночество - это состояние одиночества","[sɑ́litjùːd]","solitude","одиночество",5
"files/28_2958.mp3","files/28_2958_example.mp3","files/28_2958_meaning.mp3","files/28_2958.jpg","There is a stark contrast between their test scores","Существует резкий контраст между их оценками","If something is stark, then it is severe or clear in appearance or outline","Если что-то резко, то это серьезно или ясно по внешнему виду или схеме","[stɑːrk]","stark","застывший",5
"files/28_2959.mp3","files/28_2959_example.mp3","files/28_2959_meaning.mp3","files/28_2959.jpg","We summoned the doctor as soon as we noticed she was sick","Мы вызвали доктора, как только заметили, что она больна","To summon a person is to ask them to come to you","Призвать человека - значит попросить его прийти к вам","[sʌ́mən]","summon","вызов",5
"files/28_2960.mp3","files/28_2960_example.mp3","files/28_2960_meaning.mp3","files/28_2960.jpg","The weather suddenly worsened, and we had to stay inside","Погода внезапно ухудшилась, и нам пришлось остаться внутри","To worsen is to get worse","Ухудшиться - это еще хуже","[wə́ːrsən]","worsen","ухудшить",5
"files/29_2961.mp3","files/29_2961_example.mp3","files/29_2961_meaning.mp3","files/29_2961.jpg","The first automobiles were very different from the ones that exist today","Первые автомобили сильно отличались от тех, которые существуют сегодня","An automobile is a car","Автомобиль есть автомобиль","[ɔ́ːtəməbìːl]","automobile","автомобиль",5
"files/29_2962.mp3","files/29_2962_example.mp3","files/29_2962_meaning.mp3","files/29_2962.jpg","Alice is the best candidate for the job","Алиса - лучший кандидат на работу","A candidate is a person who is competing to win something such as a job","Кандидат - это человек, который борется за то, чтобы выиграть что-то, например, работу","[kǽndidèit]","candidate","кандидат",5
"files/29_2963.mp3","files/29_2963_example.mp3","files/29_2963_meaning.mp3","files/29_2963.jpg","The information from the meeting is confidential","Информация со встречи является конфиденциальной","If something is confidential, it must be kept secret","Если что-то является конфиденциальным, оно должно храниться в тайне","[kὰnfədénʃəl]","confidential","конфиденциальный",5
"files/29_2964.mp3","files/29_2964_example.mp3","files/29_2964_meaning.mp3","files/29_2964.jpg","Tom enjoys working in the corporate world","Том любит работать в корпоративном мире","If something is corporate, it is related to a large business","Если что-то корпоративное, это связано с крупным бизнесом","[kɔ́ːrpərit]","corporate","корпоративный",5
"files/29_2965.mp3","files/29_2965_example.mp3","files/29_2965_meaning.mp3","files/29_2965.jpg","Amy’s blue shirt really enhances the color of her eyes","Синяя рубашка Эми действительно улучшает цвет ее глаз","To enhance something is to make it better","Улучшать что-то - значит делать это лучше","[enhǽns]","enhance","усилить",5
"files/29_2966.mp3","files/29_2966_example.mp3","files/29_2966_meaning.mp3","files/29_2966.jpg","During the medieval era, knights wore protective armor","В эпоху средневековья рыцари носили защитные доспехи","An era is a period of time that has something special about it","Эра - это период времени, в котором есть что-то особенное","[érə]","era","эра",5
"files/29_2967.mp3","files/29_2967_example.mp3","files/29_2967_meaning.mp3","files/29_2967.jpg","Before they began the project, the teacher gave them some guidelines","Прежде, чем они начали проект, учитель дал им некоторые рекомендации","A guideline is a rule about how to do something","Руководство - это правило о том, как что-то сделать","[gáidlàin]","guideline","руководство",5
"files/29_2968.mp3","files/29_2968_example.mp3","files/29_2968_meaning.mp3","files/29_2968.jpg","I decided to incorporate a new ingredient into my cake recipe","Я решил включить новый ингредиент в свой рецепт торта","To incorporate is to add something to another thing","Включать - значит добавлять что-то к другому","[inkɔ́ːrpərèit]","incorporate","включить",5
"files/29_2969.mp3","files/29_2969_example.mp3","files/29_2969_meaning.mp3","files/29_2969.jpg","The kids began to interact when the adults left the room","Дети начали взаимодействовать, когда взрослые покинули комнату","To interact is to talk to or do something with another person","Взаимодействовать означает разговаривать или делать что-то с другим человеком","[íntərӕkt]","interact","взаимодействовать",5
"files/29_2970.mp3","files/29_2970_example.mp3","files/29_2970_meaning.mp3","files/29_2970.jpg","Tony rested for brief intervals while he worked in the yard","Тони отдыхал на короткое время, пока работал во дворе","An interval is the time between two things happening","Интервал - это время между двумя вещами, происходящими","[íntərvəl]","interval","интервал",5
"files/29_2971.mp3","files/29_2971_example.mp3","files/29_2971_meaning.mp3","files/29_2971.jpg","Mobile phones are convenient because you can use them anywhere","Мобильные телефоны удобны, потому что вы можете использовать их где угодно","If something is mobile, it can be moved easily","Если что-то мобильное, его можно легко перемещать","[móubəl]","mobile","мобильный",5
"files/29_2972.mp3","files/29_2972_example.mp3","files/29_2972_meaning.mp3","files/29_2972.jpg","I modified my outfit by adding a belt to it","Я изменил свой наряд, добавив к нему ремень","To modify something is to change it a little bit","Изменить что-то - значит немного изменить","[mɑ́dəfài]","modify","изменить",5
"files/29_2973.mp3","files/29_2973_example.mp3","files/29_2973_meaning.mp3","files/29_2973.jpg","There are two yellow parallel lines dividing both sides of traffic","Есть две желтые параллельные линии, разделяющие обе стороны движения","If two things are parallel, they are the same distance away from each other (along their entire length)","Если две вещи параллельны, они находятся на одинаковом расстоянии друг от друга (по всей их длине)","[pǽrəlèl]","parallel","параллельно",5
"files/29_2974.mp3","files/29_2974_example.mp3","files/29_2974_meaning.mp3","files/29_2974.jpg","I thought the lights were a strange phenomenon, but they were just shooting stars","Я думал, что огни были странным явлением, но они были просто падающими звездами","A phenomenon is something that can be seen as it is happening","Феномен - это то, что можно увидеть, как оно происходит","[finɑ́mənɑ̀n]","phenomenon","явление",5
"files/29_2975.mp3","files/29_2975_example.mp3","files/29_2975_meaning.mp3","files/29_2975.jpg","The careless factory polluted the river with chemicals","Неосторожная фабрика загрязнила реку химикатами","To pollute means to make air, water, or land dirty, unclean, or foul","Загрязнить означает сделать воздух, воду или землю грязными, нечистыми или грязными","[pəlúːt]","pollute","загрязнять",5
"files/29_2976.mp3","files/29_2976_example.mp3","files/29_2976_meaning.mp3","files/29_2976.jpg","The other students ridicule Peter’s foreign accent","Другие студенты высмеивают иностранный акцент Петра","To ridicule is to make fun of something in a mean way","Высмеивать - значит подшучивать над чем-то","[rídikjùːl]","ridicule","насмешка",5
"files/29_2977.mp3","files/29_2977_example.mp3","files/29_2977_meaning.mp3","files/29_2977.jpg","Using solar energy is good for the environment","Использование солнечной энергии полезно для окружающей среды","If something is solar, it is related to the sun","Если что-то солнечное, это связано с солнцем","[sóuləːr]","solar","солнечный",5
"files/29_2978.mp3","files/29_2978_example.mp3","files/29_2978_meaning.mp3","files/29_2978.jpg","Gibraltar is a territory of Great Britain","Гибралтар - это территория Великобритании","A territory is a piece of land that belongs to a country but isn’t a state","Территория - это участок земли, который принадлежит стране, но не является государством","[térətɔ̀ːri]","territory","территория",5
"files/29_2979.mp3","files/29_2979_example.mp3","files/29_2979_meaning.mp3","files/29_2979.jpg","My dad is playing in a golf tournament tomorrow","Мой папа играет в турнире по гольфу завтра","A tournament is a competition, usually with many people participating","Турнир - это соревнование, в котором обычно участвует много людей","[túərnəmənt]","tournament","турнир",5
"files/29_2980.mp3","files/29_2980_example.mp3","files/29_2980_meaning.mp3","files/29_2980.jpg","I don’t have a car, so my normal transportation is the train","У меня нет машины, поэтому мой обычный транспорт - поезд","Transportation is any type of vehicle that can carry people or things","Транспорт - это любой тип транспортного средства, которое может перевозить людей или вещи","[træ̀nspəːrtéiʃən]","transportation","транспорт",5
"files/30_2981.mp3","files/30_2981_example.mp3","files/30_2981_meaning.mp3","files/30_2981.jpg","I have so many bills that I do not know how to pay them all","У меня так много счетов, что я не знаю, как оплатить их все","A bill is a statement of money owed for goods or for a service","Счет представляет собой отчет о задолженности за товары или услуги","[bil]","bill","счет",5
"files/30_2982.mp3","files/30_2982_example.mp3","files/30_2982_meaning.mp3","files/30_2982.jpg","This fence shows the boundary between our yard and yours","Этот забор показывает границу между нашим двором и вашим","A boundary is the line where one area of land stops and another begins","Граница - это линия, где один участок земли останавливается, а другой начинается","[báundəri]","boundary","граница",5
"files/30_2983.mp3","files/30_2983_example.mp3","files/30_2983_meaning.mp3","files/30_2983.jpg","His presentation was in chaos. I couldn’t understand what he meant","Его презентация была в хаосе. Я не мог понять, что он имел в виду","Chaos is a situation that is confusing and not ordered","Хаос - это ситуация, которая запутана и не упорядочена","[kéiɑs]","chaos","хаос",5
"files/30_2984.mp3","files/30_2984_example.mp3","files/30_2984_meaning.mp3","files/30_2984.jpg","Sara comes in every day and is our most consistent worker","Сара приходит каждый день и является нашим самым последовательным работником","If a person is consistent, they always have the same behavior or attitude","Если человек последовательный, у него всегда одинаковое поведение или отношение","[kənsístənt]","consistent","последовательный",5
"files/30_2985.mp3","files/30_2985_example.mp3","files/30_2985_meaning.mp3","files/30_2985.jpg","Hundreds of homes were damaged by the cyclone","Сотни домов пострадали от циклона","A cyclone is a large storm with heavy rain and winds that spin in a circle","Циклон - это большая буря с сильным дождем и ветрами, которые вращаются по кругу","[sáikloun]","cyclone","циклон",5
"files/30_2986.mp3","files/30_2986_example.mp3","files/30_2986_meaning.mp3","files/30_2986.jpg","Since I spent all my money, my date with Jane is doomed","Поскольку я потратил все свои деньги, мое свидание с Джейн обречено","If someone or something is doomed, they are going to fail or be destroyed","Если кто-то или что-то обречено, они потерпят неудачу или будут уничтожены","[duːmd]","doomed","обречен",5
"files/30_2987.mp3","files/30_2987_example.mp3","files/30_2987_meaning.mp3","files/30_2987.jpg","The princess was the heir to the king and queen’s throne","Принцесса была наследницей короля и престола королевы","An heir is a person who receives the money or property of someone who dies","Наследник - это человек, который получает деньги или имущество того, кто умирает","[ɛər]","heir","наследник",5
"files/30_2988.mp3","files/30_2988_example.mp3","files/30_2988_meaning.mp3","files/30_2988.jpg","Karate is a martial art that began many years ago in Japan","Каратэ - это боевое искусство, которое началось много лет назад в Японии","If something is martial, it is related to fighting or war","Если что-то военное, это связано с боем или войной","[mάːrʃəl]","martial","боевой",5
"files/30_2989.mp3","files/30_2989_example.mp3","files/30_2989_meaning.mp3","files/30_2989.jpg","The organic carrots are more expensive, but they’re better for you","Органическая морковь дороже, но лучше для вас","If food is organic, it is grown without adding chemicals to it","Если пища органическая, ее выращивают без добавления химикатов","[ɔːrgǽnik]","organic","органический",5
"files/30_2990.mp3","files/30_2990_example.mp3","files/30_2990_meaning.mp3","files/30_2990.jpg","He raises poultry and sells their meat for extra money","Он выращивает птицу и продает их мясо за дополнительные деньги","Poultry is a bird, such as a chicken, that is used for meat and eggs","Птица - это птица, например, курица, которая используется для мяса и яиц","[póultri]","poultry","птицы",5
"files/30_2991.mp3","files/30_2991_example.mp3","files/30_2991_meaning.mp3","files/30_2991.jpg","The hikers scrambled down the side of the hill","Путешественники спустились по склону холма","To scramble is to move somewhere quickly and desperately","Перебраться значит двигаться куда-то быстро и отчаянно","[skræmbl]","scramble","свалка",5
"files/30_2992.mp3","files/30_2992_example.mp3","files/30_2992_meaning.mp3","files/30_2992.jpg","He was promoted to sergeant after a year in the army","Его повысили до сержанта после года в армии","A sergeant is a soldier or police officer of middle rank","Сержант - это солдат или полицейский среднего ранга","[sάːrdʒənt]","sergeant","сержант",5
"files/30_2993.mp3","files/30_2993_example.mp3","files/30_2993_meaning.mp3","files/30_2993.jpg","I was impressed by her sheer dedication to jogging","Я был впечатлен ее преданностью бегу трусцой","If you describe something as sheer, it is complete and total","Если вы описываете что-то как чистое, оно полное и тотальное","[ʃiəːr]","sheer","чистый",5
"files/30_2994.mp3","files/30_2994_example.mp3","files/30_2994_meaning.mp3","files/30_2994.jpg","My stance is that using oil and gas is bad for the environment","Моя позиция заключается в том, что использование нефти и газа вредно для окружающей среды","A stance is an attitude about an issue that someone states clearly","Позиция - это отношение к проблеме, о которой кто-то четко говорит","[stæns]","stance","позиция",5
"files/30_2995.mp3","files/30_2995_example.mp3","files/30_2995_meaning.mp3","files/30_2995.jpg","In the 1900s, the telegraph was the fastest way to send a message","В 1900-х годах телеграф был самым быстрым способом отправки сообщения","A telegraph is a method of sending electric messages on wires","Телеграф - это способ отправки электрических сообщений по проводам","[téləgræ̀f]","telegraph","телеграф",5
"files/30_2996.mp3","files/30_2996_example.mp3","files/30_2996_meaning.mp3","files/30_2996.jpg","The blue textile was going to be used to make blouses","Синий текстиль собирался использовать для изготовления блузок","Textile is cloth that has been woven or knitted","Текстиль - это ткань, которая была соткана или связана","[tékstail]","textile","текстиль",5
"files/30_2997.mp3","files/30_2997_example.mp3","files/30_2997_meaning.mp3","files/30_2997.jpg","During a tornado, the safest place to be is underground","Во время торнадо самое безопасное место - под землей","A tornado is a tube-shaped formation of air that spins very quickly","Торнадо - это трубчатое образование воздуха, которое вращается очень быстро","[tɔːrnéidou]","tornado","торнадо",5
"files/30_2998.mp3","files/30_2998_example.mp3","files/30_2998_meaning.mp3","files/30_2998.jpg","Thousands of people lost electricity after a typhoon hit Australia","Тысячи людей потеряли электричество после того, как тайфун обрушился на Австралию","A typhoon is a large tropical storm that moves in circles","Тайфун - это большой тропический шторм, который движется кругами","[taifúːn]","typhoon","тайфун",5
"files/30_2999.mp3","files/30_2999_example.mp3","files/30_2999_meaning.mp3","files/30_2999.jpg","The baby wailed because it was hungry","Ребенок плакал, потому что был голоден","To wail is to show sadness by crying loudly","Плакать - значит показывать грусть громким плачем","[weil]","wail","стенания",5
"files/30_3000.mp3","files/30_3000_example.mp3","files/30_3000_meaning.mp3","files/30_3000.jpg","She bought some new clothes to expand her wardrobe","Она купила новую одежду, чтобы расширить свой гардероб","A wardrobe is the collection of all of a person’s clothing","Гардероб - это коллекция всей одежды человека","[wɔ́ːrdròub]","wardrobe","гардероб",5
"files/01_3001.mp3","files/01_3001_example.mp3","files/01_3001_meaning.mp3","files/01_3001.jpg","I worry that the tornado will have an adverse effect on the farm","Я беспокоюсь, что торнадо окажет неблагоприятное влияние на ферму","Something that has an adverse effect can be harmful, dangerous, or unfavorable","То, что оказывает неблагоприятное воздействие, может быть вредным, опасным или неблагоприятным","[ædvɜːrs]","adverse","неблагоприятный",6
"files/01_3002.mp3","files/01_3002_example.mp3","files/01_3002_meaning.mp3","files/01_3002.jpg","Taking the bus and driving to work are alternate ways to travel","Поездка на автобусе и езда на работу - альтернативные способы передвижения","An alternate option is a different option","Альтернативный вариант - это другой вариант","[ɔ́ːltərnət]","alternate","альтернативный",6
"files/01_3003.mp3","files/01_3003_example.mp3","files/01_3003_meaning.mp3","files/01_3003.jpg","I use biodegradable compost to feed my garden","Я использую биоразлагаемый компост, чтобы кормить свой сад","Materials that are biodegradable break down naturally into substances that do not harm the environment","Биоразлагаемые материалы естественным образом распадаются на вещества, которые не наносят вреда окружающей среде","[bàioudigréidəbl]","biodegradable","биоразлагаемый",6
"files/01_3004.mp3","files/01_3004_example.mp3","files/01_3004_meaning.mp3","files/01_3004.jpg","Justine brought a boxed gift to the birthday party","Джастин принесла коробочный подарок на день рождения","When something is boxed, it is inside a package","Когда что-то упаковано, оно внутри упаковки","[bakst]","boxed","боксовый",6
"files/01_3005.mp3","files/01_3005_example.mp3","files/01_3005_meaning.mp3","files/01_3005.jpg","The gum Malinda swallowed made her choke","Жвачка, которую Малинда проглотила, заставила ее задохнуться","If you choke on something, it stops you from breathing","Если вы задыхаетесь, это мешает вам дышать","[ʧouk]","choke","удушение",6
"files/01_3006.mp3","files/01_3006_example.mp3","files/01_3006_meaning.mp3","files/01_3006.jpg","Walking through the park is a convenient way to exercise on the way to work","Прогулка по парку - это удобный способ тренировки по дороге на работу","When something is convenient, it saves you time or effort","Когда что-то удобно, это экономит ваше время или усилия","[kənvíːnjənt]","convenient","удобный",6
"files/01_3007.mp3","files/01_3007_example.mp3","files/01_3007_meaning.mp3","files/01_3007.jpg","After repairing the window, discard any broken glass","После ремонта окна откажитесь от разбитого стекла","To discard something is to throw it away","Отбросить что-то - значит выбросить","[diskάːrd]","discard","отбрасывание",6
"files/01_3008.mp3","files/01_3008_example.mp3","files/01_3008_meaning.mp3","files/01_3008.jpg","Intelligent dolphins have learned to communicate with humans","Умные дельфины научились общаться с людьми","A dolphin is a large sea mammal that breathes air","Дельфин - это большое морское млекопитающее, которое дышит воздухом","[dάlfin]","dolphin","дельфин",6
"files/01_3009.mp3","files/01_3009_example.mp3","files/01_3009_meaning.mp3","files/01_3009.jpg","We planted our garden according to ecologically correct practices","Мы посадили наш сад в соответствии с экологически правильными методами","Ecologically means that something is done in a way that concerns living organisms and the environment","Экологически означает, что что-то сделано таким образом, что касается живых организмов и окружающей среды","[èkəlάdʒikəli]","ecologically","экологически",6
"files/01_3010.mp3","files/01_3010_example.mp3","files/01_3010_meaning.mp3","files/01_3010.jpg","Being shot by the attacker proved fatal to the victim","Застрелен нападавшим оказался смертельным для жертвы","Something that is fatal results in someone’s death","Нечто смертельное приводит к чьей-то смерти","[féitl]","fatal","фатальным",6
"files/01_3011.mp3","files/01_3011_example.mp3","files/01_3011_meaning.mp3","files/01_3011.jpg","We need to increase the incidence of success in school","Нам нужно увеличить частоту успеха в школе","The number of times something happens is the incidence of the event","Количество случаев, когда что-то случается, является частотой события","[ínsədəns]","incidence","частота",6
"files/01_3012.mp3","files/01_3012_example.mp3","files/01_3012_meaning.mp3","files/01_3012.jpg","The municipal parking lot downtown can fit one hundred cars","Муниципальная парковка в центре города может вместить сто автомобилей","Municipal means that something belongs to a city or local government","Муниципальный означает, что что-то принадлежит городскому или местному правительству","[mjuːnísəpəl]","municipal","муниципальный",6
"files/01_3013.mp3","files/01_3013_example.mp3","files/01_3013_meaning.mp3","files/01_3013.jpg","Rochelle’s overuse of the exercise bike caused the gears to break","Чрезмерное использование Рошель велотренажера вызвало поломку передач","Overuse occurs when something is utilized too many times","Чрезмерное использование происходит, когда что-то используется слишком много раз","[òuvərjúːz]","overuse","злоупотребляют",6
"files/01_3014.mp3","files/01_3014_example.mp3","files/01_3014_meaning.mp3","files/01_3014.jpg","I learned to swim at the pond behind the recreation center","Я научился плавать на пруду за базой отдыха","A pond is a freshwater body that is smaller than a lake","Пруд - это пресноводное тело, которое меньше озера","[pand]","pond","пруд",6
"files/01_3015.mp3","files/01_3015_example.mp3","files/01_3015_meaning.mp3","files/01_3015.jpg","We recycle our newspapers so that they can be made into packing boxes","Мы перерабатываем наши газеты, чтобы они могли быть превращены в упаковочные коробки","When you recycle an object, you use its parts to make something else","Когда вы перерабатываете объект, вы используете его части, чтобы сделать что-то еще","[riúzəbl]","recycle","рециркулировать",6
"files/01_3016.mp3","files/01_3016_example.mp3","files/01_3016_meaning.mp3","files/01_3016.jpg","Saburo keeps his empty jelly jars because they are reusable for storing sewing supplies","Сабуро хранит свои пустые желейные банки, потому что их можно использовать для хранения швейных принадлежностей","An object that is reusable can be utilized over and over again","Объект, который можно использовать повторно, можно использовать снова и снова","[riúzəbl]","reusable","многоразового использования",6
"files/01_3017.mp3","files/01_3017_example.mp3","files/01_3017_meaning.mp3","files/01_3017.jpg","The newspapers were all stuffed into the drawer","Все газеты были спрятаны в ящик","When something is stuffed, it is pushed into a small space","Когда что-то наполняется, оно выталкивается в небольшое пространство","[stʌft]","stuffed","чучела",6
"files/01_3018.mp3","files/01_3018_example.mp3","files/01_3018_meaning.mp3","files/01_3018.jpg","The entire community attended the memorial service for the victims of the tragic fire","Вся община посетила панихиду по жертвам трагического пожара","A tragic event causes sadness because it might involve death or suffering","Трагическое событие вызывает грусть, потому что оно может повлечь за собой смерть или страдание","[trǽdʒik]","tragic","трагическое",6
"files/01_3019.mp3","files/01_3019_example.mp3","files/01_3019_meaning.mp3","files/01_3019.jpg","The team can utilize the lab equipment to complete the experiment","Команда может использовать лабораторное оборудование для завершения эксперимента","To utilize something is to use it for a specific purpose","Использовать что-то - значит использовать это для определенной цели","[júːtəlàiz]","utilize","использовать",6
"files/01_3020.mp3","files/01_3020_example.mp3","files/01_3020_meaning.mp3","files/01_3020.jpg","We were surprised when a whale surfaced next to our boat","Мы были удивлены, когда кит всплыл рядом с нашей лодкой","A whale is a very large mammal that lives in the ocean","Кит - это очень большое млекопитающее, которое живет в океане","[hweil]","whale","кит",6
"files/02_3021.mp3","files/02_3021_example.mp3","files/02_3021_meaning.mp3","files/02_3021.jpg","The amateur took pictures just as well as the person who worked for money","Любитель снимал так же хорошо, как и человек, который работал на деньги","An amateur is a person who does something for fun and isn’t paid for it","Любитель - это человек, который делает что-то для развлечения и ему не платят","[ǽməʧùər]","amateur","любитель",6
"files/02_3022.mp3","files/02_3022_example.mp3","files/02_3022_meaning.mp3","files/02_3022.jpg","It’s ambiguous as to whether a newborn baby looks like a girl or a boy","Это неоднозначно, выглядит ли новорожденный ребенок девочкой или мальчиком","If something is ambiguous, it is not entirely clear","Если что-то неоднозначно, это не совсем понятно","[æmbígjuəs]","ambiguous","неоднозначный",6
"files/02_3023.mp3","files/02_3023_example.mp3","files/02_3023_meaning.mp3","files/02_3023.jpg","An anonymous donor gave a thousand dollars to the museum","Анонимный донор дал музею тысячу долларов","If someone is anonymous, no one knows who he or she is","Если кто-то является анонимным, никто не знает, кто он или она","[ənάnəməs]","anonymous","анонимный",6
"files/02_3024.mp3","files/02_3024_example.mp3","files/02_3024_meaning.mp3","files/02_3024.jpg","If you want to attain a healthy body, you must exercise every day","Если вы хотите достичь здорового тела, вы должны заниматься каждый день","To attain something is to succeed at something or to get something you want","Достигнуть чего-либо - значит добиться успеха в чем-то или получить то, что вы хотите","[ətéin]","attain","достичь",6
